;account_id;district_id;frequency;date
2342;414;1;monthly issuance;Mon, Jan 29, '96
2343;4424;48;monthly issuance;Mon, Jan 29, '96
2344;3389;13;monthly issuance;Tue, Jan 30, '96
2345;2106;1;monthly issuance;Thu, Feb 01, '96
2346;355;62;weekly issuance;Thu, Feb 01, '96
2347;2702;74;monthly issuance;Thu, Feb 01, '96
2348;11054;59;weekly issuance;Thu, Feb 01, '96
2349;10558;40;monthly issuance;Thu, Feb 01, '96
2350;1859;50;monthly issuance;Fri, Feb 02, '96
2351;2109;34;monthly issuance;Fri, Feb 02, '96
2352;6512;34;weekly issuance;Sat, Feb 03, '96
2353;1963;42;monthly issuance;Sat, Feb 03, '96
2354;1977;41;monthly issuance;Sat, Feb 03, '96
2355;5181;75;monthly issuance;Sat, Feb 03, '96
2356;1791;1;monthly issuance;Sat, Feb 03, '96
2357;2635;27;monthly issuance;Sun, Feb 04, '96
2358;1623;1;monthly issuance;Sun, Feb 04, '96
2359;4293;64;issuance after transaction;Sun, Feb 04, '96
2360;4851;52;monthly issuance;Sun, Feb 04, '96
2361;2774;42;monthly issuance;Mon, Feb 05, '96
2362;2469;11;monthly issuance;Mon, Feb 05, '96
2363;3931;28;monthly issuance;Mon, Feb 05, '96
2364;2348;65;monthly issuance;Mon, Feb 05, '96
2365;218;68;monthly issuance;Tue, Feb 06, '96
2366;804;64;monthly issuance;Tue, Feb 06, '96
2367;923;13;monthly issuance;Wed, Feb 07, '96
2368;1744;76;monthly issuance;Wed, Feb 07, '96
2369;2890;69;monthly issuance;Wed, Feb 07, '96
2370;1233;31;monthly issuance;Thu, Feb 08, '96
2371;2719;10;monthly issuance;Thu, Feb 08, '96
2372;516;6;monthly issuance;Thu, Feb 08, '96
2373;2551;5;monthly issuance;Thu, Feb 08, '96
2374;2499;2;monthly issuance;Thu, Feb 08, '96
2375;2893;39;monthly issuance;Thu, Feb 08, '96
2376;1922;60;monthly issuance;Fri, Feb 09, '96
2377;264;15;monthly issuance;Fri, Feb 09, '96
2378;3890;50;monthly issuance;Sat, Feb 10, '96
2379;6686;61;monthly issuance;Sat, Feb 10, '96
2380;3519;52;monthly issuance;Sat, Feb 10, '96
2381;3597;1;issuance after transaction;Sun, Feb 11, '96
2382;1611;69;monthly issuance;Sun, Feb 11, '96
2383;2230;7;monthly issuance;Sun, Feb 11, '96
2384;3933;61;monthly issuance;Sun, Feb 11, '96
2385;2212;33;monthly issuance;Mon, Feb 12, '96
2386;1964;25;monthly issuance;Mon, Feb 12, '96
2387;4999;1;monthly issuance;Mon, Feb 12, '96
2388;8680;17;monthly issuance;Mon, Feb 12, '96
2389;1612;66;monthly issuance;Mon, Feb 12, '96
2390;2390;1;monthly issuance;Mon, Feb 12, '96
2391;2600;1;monthly issuance;Tue, Feb 13, '96
2392;1737;77;monthly issuance;Tue, Feb 13, '96
2393;2993;1;weekly issuance;Tue, Feb 13, '96
2394;2753;26;monthly issuance;Tue, Feb 13, '96
2395;2409;76;monthly issuance;Tue, Feb 13, '96
2396;949;58;monthly issuance;Tue, Feb 13, '96
2397;3468;32;monthly issuance;Wed, Feb 14, '96
2398;3979;37;monthly issuance;Wed, Feb 14, '96
2399;296;49;monthly issuance;Wed, Feb 14, '96
2400;1836;42;monthly issuance;Thu, Feb 15, '96
2401;1111;5;monthly issuance;Fri, Feb 16, '96
2402;3680;27;monthly issuance;Fri, Feb 16, '96
2403;1916;72;monthly issuance;Fri, Feb 16, '96
2404;2473;14;monthly issuance;Fri, Feb 16, '96
2405;390;44;monthly issuance;Fri, Feb 16, '96
2406;3439;16;monthly issuance;Fri, Feb 16, '96
2407;7594;16;monthly issuance;Fri, Feb 16, '96
2408;3578;1;monthly issuance;Sat, Feb 17, '96
2409;2226;2;monthly issuance;Sat, Feb 17, '96
2410;466;71;monthly issuance;Sun, Feb 18, '96
2411;3335;35;monthly issuance;Sun, Feb 18, '96
2412;620;26;monthly issuance;Sun, Feb 18, '96
2413;2074;12;monthly issuance;Sun, Feb 18, '96
2414;1380;53;monthly issuance;Mon, Feb 19, '96
2415;2304;49;monthly issuance;Mon, Feb 19, '96
2416;3754;37;weekly issuance;Mon, Feb 19, '96
2417;1102;70;monthly issuance;Mon, Feb 19, '96
2418;55;20;monthly issuance;Mon, Feb 19, '96
2419;2403;25;monthly issuance;Tue, Feb 20, '96
2420;1732;51;monthly issuance;Tue, Feb 20, '96
2421;3721;22;monthly issuance;Wed, Feb 21, '96
2422;184;77;monthly issuance;Wed, Feb 21, '96
2423;691;24;monthly issuance;Wed, Feb 21, '96
2424;10233;27;monthly issuance;Wed, Feb 21, '96
2425;3358;44;monthly issuance;Wed, Feb 21, '96
2426;4;12;monthly issuance;Wed, Feb 21, '96
2427;3151;6;monthly issuance;Wed, Feb 21, '96
2428;2017;54;monthly issuance;Wed, Feb 21, '96
2429;2804;53;monthly issuance;Thu, Feb 22, '96
2430;1310;1;monthly issuance;Thu, Feb 22, '96
2431;3016;26;monthly issuance;Fri, Feb 23, '96
2432;827;36;monthly issuance;Fri, Feb 23, '96
2433;959;1;monthly issuance;Fri, Feb 23, '96
2434;1585;42;monthly issuance;Fri, Feb 23, '96
2435;590;50;monthly issuance;Sat, Feb 24, '96
2436;3924;70;monthly issuance;Sat, Feb 24, '96
2437;2772;11;monthly issuance;Sat, Feb 24, '96
2438;1962;77;monthly issuance;Sat, Feb 24, '96
2439;10478;70;weekly issuance;Sat, Feb 24, '96
2440;5692;66;monthly issuance;Sun, Feb 25, '96
2441;1265;49;monthly issuance;Sun, Feb 25, '96
2442;167;29;weekly issuance;Mon, Feb 26, '96
2443;2187;9;weekly issuance;Mon, Feb 26, '96
2444;3079;18;monthly issuance;Mon, Feb 26, '96
2445;3286;8;monthly issuance;Mon, Feb 26, '96
2446;230;1;monthly issuance;Mon, Feb 26, '96
2447;3193;74;monthly issuance;Tue, Feb 27, '96
2448;5593;15;monthly issuance;Tue, Feb 27, '96
2449;4088;45;monthly issuance;Fri, Mar 01, '96
2450;3409;23;monthly issuance;Fri, Mar 01, '96
2451;1216;77;monthly issuance;Fri, Mar 01, '96
2452;2491;76;monthly issuance;Fri, Mar 01, '96
2453;2498;40;monthly issuance;Fri, Mar 01, '96
2454;3366;68;monthly issuance;Sat, Mar 02, '96
2455;936;7;monthly issuance;Sat, Mar 02, '96
2456;856;2;monthly issuance;Sun, Mar 03, '96
2457;718;1;monthly issuance;Sun, Mar 03, '96
2458;3698;1;monthly issuance;Sun, Mar 03, '96
2459;3462;51;monthly issuance;Mon, Mar 04, '96
2460;3881;21;monthly issuance;Mon, Mar 04, '96
2461;3709;74;monthly issuance;Tue, Mar 05, '96
2462;1349;75;monthly issuance;Tue, Mar 05, '96
2463;1886;32;monthly issuance;Tue, Mar 05, '96
2464;1897;61;issuance after transaction;Tue, Mar 05, '96
2465;1564;48;monthly issuance;Tue, Mar 05, '96
2466;2062;70;monthly issuance;Wed, Mar 06, '96
2467;141;38;monthly issuance;Wed, Mar 06, '96
2468;1763;73;monthly issuance;Wed, Mar 06, '96
2469;2611;1;monthly issuance;Wed, Mar 06, '96
2470;825;19;monthly issuance;Wed, Mar 06, '96
2471;3943;71;monthly issuance;Wed, Mar 06, '96
2472;9422;70;monthly issuance;Wed, Mar 06, '96
2473;1606;23;monthly issuance;Thu, Mar 07, '96
2474;3263;44;monthly issuance;Thu, Mar 07, '96
2475;2289;1;monthly issuance;Thu, Mar 07, '96
2476;3121;46;monthly issuance;Fri, Mar 08, '96
2477;3088;18;monthly issuance;Fri, Mar 08, '96
2478;3952;26;monthly issuance;Fri, Mar 08, '96
2479;3974;55;monthly issuance;Fri, Mar 08, '96
2480;3502;74;monthly issuance;Fri, Mar 08, '96
2481;3351;70;monthly issuance;Fri, Mar 08, '96
2482;2105;70;monthly issuance;Sat, Mar 09, '96
2483;3144;67;monthly issuance;Sat, Mar 09, '96
2484;846;72;monthly issuance;Sat, Mar 09, '96
2485;357;20;monthly issuance;Sun, Mar 10, '96
2486;103;44;monthly issuance;Sun, Mar 10, '96
2487;3118;48;monthly issuance;Sun, Mar 10, '96
2488;4361;69;monthly issuance;Mon, Mar 11, '96
2489;1722;32;monthly issuance;Mon, Mar 11, '96
2490;4273;15;monthly issuance;Mon, Mar 11, '96
2491;1510;33;monthly issuance;Mon, Mar 11, '96
2492;895;24;monthly issuance;Tue, Mar 12, '96
2493;840;70;monthly issuance;Tue, Mar 12, '96
2494;2263;36;monthly issuance;Tue, Mar 12, '96
2495;356;70;monthly issuance;Tue, Mar 12, '96
2496;4863;5;monthly issuance;Tue, Mar 12, '96
2497;3455;34;monthly issuance;Wed, Mar 13, '96
2498;4092;74;monthly issuance;Wed, Mar 13, '96
2499;10807;34;monthly issuance;Wed, Mar 13, '96
2500;2598;1;monthly issuance;Thu, Mar 14, '96
2501;2633;25;monthly issuance;Thu, Mar 14, '96
2502;1800;51;monthly issuance;Thu, Mar 14, '96
2503;1698;68;monthly issuance;Thu, Mar 14, '96
2504;3994;15;monthly issuance;Thu, Mar 14, '96
2505;1365;42;monthly issuance;Fri, Mar 15, '96
2506;666;27;monthly issuance;Fri, Mar 15, '96
2507;9242;57;monthly issuance;Fri, Mar 15, '96
2508;4346;25;monthly issuance;Fri, Mar 15, '96
2509;3296;67;monthly issuance;Fri, Mar 15, '96
2510;2864;54;monthly issuance;Sat, Mar 16, '96
2511;1980;49;monthly issuance;Sat, Mar 16, '96
2512;1445;60;monthly issuance;Sat, Mar 16, '96
2513;821;60;monthly issuance;Sat, Mar 16, '96
2514;5591;9;monthly issuance;Sat, Mar 16, '96
2515;236;72;monthly issuance;Sat, Mar 16, '96
2516;210;48;monthly issuance;Sun, Mar 17, '96
2517;3795;36;monthly issuance;Mon, Mar 18, '96
2518;865;17;monthly issuance;Mon, Mar 18, '96
2519;739;66;monthly issuance;Mon, Mar 18, '96
2520;3672;26;monthly issuance;Tue, Mar 19, '96
2521;2334;50;monthly issuance;Tue, Mar 19, '96
2522;1028;23;monthly issuance;Tue, Mar 19, '96
2523;468;49;monthly issuance;Tue, Mar 19, '96
2524;853;1;monthly issuance;Wed, Mar 20, '96
2525;525;70;monthly issuance;Wed, Mar 20, '96
2526;3322;65;weekly issuance;Wed, Mar 20, '96
2527;2033;71;monthly issuance;Wed, Mar 20, '96
2528;3130;13;monthly issuance;Wed, Mar 20, '96
2529;2904;13;monthly issuance;Wed, Mar 20, '96
2530;1014;74;monthly issuance;Wed, Mar 20, '96
2531;116;8;monthly issuance;Thu, Mar 21, '96
2532;10436;60;monthly issuance;Thu, Mar 21, '96
2533;4214;1;monthly issuance;Thu, Mar 21, '96
2534;824;32;monthly issuance;Thu, Mar 21, '96
2535;3743;1;monthly issuance;Fri, Mar 22, '96
2536;2192;59;monthly issuance;Fri, Mar 22, '96
2537;2406;5;monthly issuance;Fri, Mar 22, '96
2538;2889;8;monthly issuance;Sat, Mar 23, '96
2539;1369;32;monthly issuance;Sat, Mar 23, '96
2540;2767;54;monthly issuance;Sat, Mar 23, '96
2541;4008;27;monthly issuance;Sat, Mar 23, '96
2542;874;56;weekly issuance;Sat, Mar 23, '96
2543;3815;1;monthly issuance;Sun, Mar 24, '96
2544;3605;3;monthly issuance;Sun, Mar 24, '96
2545;3138;37;monthly issuance;Sun, Mar 24, '96
2546;2578;54;monthly issuance;Mon, Mar 25, '96
2547;2708;1;monthly issuance;Mon, Mar 25, '96
2548;631;68;monthly issuance;Mon, Mar 25, '96
2549;1170;25;monthly issuance;Tue, Mar 26, '96
2550;2650;72;monthly issuance;Tue, Mar 26, '96
2551;7890;23;monthly issuance;Tue, Mar 26, '96
2552;3219;1;monthly issuance;Tue, Mar 26, '96
2553;3115;14;monthly issuance;Wed, Mar 27, '96
2554;208;54;monthly issuance;Wed, Mar 27, '96
2555;286;71;monthly issuance;Wed, Mar 27, '96
2556;898;71;monthly issuance;Wed, Mar 27, '96
2557;2936;3;monthly issuance;Wed, Mar 27, '96
2558;3422;21;monthly issuance;Thu, Mar 28, '96
2559;10049;17;monthly issuance;Thu, Mar 28, '96
2560;1250;62;monthly issuance;Thu, Mar 28, '96
2561;1384;74;weekly issuance;Thu, Mar 28, '96
2562;2624;31;monthly issuance;Thu, Mar 28, '96
2563;3349;47;monthly issuance;Thu, Mar 28, '96
2564;1351;40;monthly issuance;Fri, Mar 29, '96
2565;2631;1;monthly issuance;Fri, Mar 29, '96
2566;7520;9;monthly issuance;Fri, Mar 29, '96
2567;10065;76;monthly issuance;Sat, Mar 30, '96
2568;708;26;monthly issuance;Sat, Mar 30, '96
2569;3917;1;monthly issuance;Sat, Mar 30, '96
2570;514;70;monthly issuance;Sat, Mar 30, '96
2571;2659;14;monthly issuance;Sat, Mar 30, '96
2572;3265;52;issuance after transaction;Sat, Mar 30, '96
2573;1832;70;monthly issuance;Mon, Apr 01, '96
2574;7565;59;monthly issuance;Tue, Apr 02, '96
2575;3308;40;monthly issuance;Tue, Apr 02, '96
2576;1932;35;monthly issuance;Wed, Apr 03, '96
2577;1521;74;monthly issuance;Thu, Apr 04, '96
2578;2909;58;monthly issuance;Thu, Apr 04, '96
2579;3706;8;monthly issuance;Thu, Apr 04, '96
2580;1847;47;monthly issuance;Thu, Apr 04, '96
2581;2335;70;monthly issuance;Thu, Apr 04, '96
2582;3041;70;monthly issuance;Thu, Apr 04, '96
2583;3116;54;monthly issuance;Fri, Apr 05, '96
2584;251;74;monthly issuance;Sat, Apr 06, '96
2585;3632;56;weekly issuance;Sat, Apr 06, '96
2586;2929;51;monthly issuance;Sat, Apr 06, '96
2587;10345;36;monthly issuance;Sun, Apr 07, '96
2588;1450;63;monthly issuance;Sun, Apr 07, '96
2589;1461;73;monthly issuance;Sun, Apr 07, '96
2590;1920;40;monthly issuance;Mon, Apr 08, '96
2591;734;5;monthly issuance;Mon, Apr 08, '96
2592;8085;73;monthly issuance;Mon, Apr 08, '96
2593;1948;64;monthly issuance;Mon, Apr 08, '96
2594;3534;59;monthly issuance;Mon, Apr 08, '96
2595;278;73;monthly issuance;Mon, Apr 08, '96
2596;2012;4;monthly issuance;Mon, Apr 08, '96
2597;1020;56;monthly issuance;Tue, Apr 09, '96
2598;2986;63;monthly issuance;Tue, Apr 09, '96
2599;615;72;monthly issuance;Tue, Apr 09, '96
2600;7894;27;monthly issuance;Tue, Apr 09, '96
2601;3294;75;monthly issuance;Tue, Apr 09, '96
2602;2450;48;monthly issuance;Wed, Apr 10, '96
2603;1503;71;monthly issuance;Wed, Apr 10, '96
2604;3247;61;monthly issuance;Thu, Apr 11, '96
2605;3568;40;monthly issuance;Thu, Apr 11, '96
2606;152;1;monthly issuance;Fri, Apr 12, '96
2607;5072;6;monthly issuance;Fri, Apr 12, '96
2608;1456;9;monthly issuance;Fri, Apr 12, '96
2609;1622;19;monthly issuance;Fri, Apr 12, '96
2610;10215;38;monthly issuance;Fri, Apr 12, '96
2611;2247;24;monthly issuance;Sat, Apr 13, '96
2612;2205;51;monthly issuance;Sat, Apr 13, '96
2613;1543;1;monthly issuance;Sun, Apr 14, '96
2614;1655;41;monthly issuance;Mon, Apr 15, '96
2615;3976;74;monthly issuance;Mon, Apr 15, '96
2616;1383;11;monthly issuance;Mon, Apr 15, '96
2617;439;69;monthly issuance;Mon, Apr 15, '96
2618;1550;1;monthly issuance;Mon, Apr 15, '96
2619;101;35;monthly issuance;Tue, Apr 16, '96
2620;1473;39;monthly issuance;Tue, Apr 16, '96
2621;1121;32;monthly issuance;Wed, Apr 17, '96
2622;2254;1;monthly issuance;Wed, Apr 17, '96
2623;3806;36;monthly issuance;Thu, Apr 18, '96
2624;283;44;monthly issuance;Thu, Apr 18, '96
2625;2432;8;monthly issuance;Thu, Apr 18, '96
2626;3802;44;monthly issuance;Thu, Apr 18, '96
2627;3821;18;monthly issuance;Thu, Apr 18, '96
2628;3907;37;monthly issuance;Thu, Apr 18, '96
2629;3854;8;monthly issuance;Thu, Apr 18, '96
2630;3606;1;monthly issuance;Thu, Apr 18, '96
2631;1939;6;weekly issuance;Fri, Apr 19, '96
2632;5726;17;issuance after transaction;Fri, Apr 19, '96
2633;3998;2;monthly issuance;Sat, Apr 20, '96
2634;3021;10;monthly issuance;Sat, Apr 20, '96
2635;1607;71;monthly issuance;Sat, Apr 20, '96
2636;1733;18;monthly issuance;Sat, Apr 20, '96
2637;2474;33;monthly issuance;Sat, Apr 20, '96
2638;3816;25;monthly issuance;Sun, Apr 21, '96
2639;766;3;monthly issuance;Sun, Apr 21, '96
2640;695;5;monthly issuance;Sun, Apr 21, '96
2641;2287;1;monthly issuance;Sun, Apr 21, '96
2642;1358;39;monthly issuance;Sun, Apr 21, '96
2643;3019;33;monthly issuance;Sun, Apr 21, '96
2644;1641;50;monthly issuance;Mon, Apr 22, '96
2645;1624;53;monthly issuance;Mon, Apr 22, '96
2646;798;1;monthly issuance;Mon, Apr 22, '96
2647;7240;17;monthly issuance;Tue, Apr 23, '96
2648;4458;60;monthly issuance;Tue, Apr 23, '96
2649;3596;59;monthly issuance;Tue, Apr 23, '96
2650;1709;24;monthly issuance;Tue, Apr 23, '96
2651;3859;53;monthly issuance;Tue, Apr 23, '96
2652;481;72;monthly issuance;Tue, Apr 23, '96
2653;1070;62;monthly issuance;Tue, Apr 23, '96
2654;3280;1;monthly issuance;Wed, Apr 24, '96
2655;689;1;monthly issuance;Wed, Apr 24, '96
2656;4488;33;monthly issuance;Wed, Apr 24, '96
2657;2246;1;monthly issuance;Thu, Apr 25, '96
2658;3301;14;monthly issuance;Thu, Apr 25, '96
2659;7997;10;monthly issuance;Thu, Apr 25, '96
2660;1542;1;monthly issuance;Thu, Apr 25, '96
2661;5395;47;monthly issuance;Fri, Apr 26, '96
2662;780;3;monthly issuance;Fri, Apr 26, '96
2663;5505;1;monthly issuance;Fri, Apr 26, '96
2664;3178;4;monthly issuance;Sat, Apr 27, '96
2665;500;56;monthly issuance;Sat, Apr 27, '96
2666;3451;52;monthly issuance;Sat, Apr 27, '96
2667;1304;40;monthly issuance;Sat, Apr 27, '96
2668;3664;1;monthly issuance;Sun, Apr 28, '96
2669;3038;10;monthly issuance;Sun, Apr 28, '96
2670;951;3;monthly issuance;Sun, Apr 28, '96
2671;1529;1;monthly issuance;Sun, Apr 28, '96
2672;3027;62;monthly issuance;Mon, Apr 29, '96
2673;4342;74;monthly issuance;Mon, Apr 29, '96
2674;1582;28;monthly issuance;Wed, May 01, '96
2675;2730;23;monthly issuance;Thu, May 02, '96
2676;8896;28;issuance after transaction;Thu, May 02, '96
2677;1716;46;monthly issuance;Thu, May 02, '96
2678;986;74;monthly issuance;Thu, May 02, '96
2679;1192;29;monthly issuance;Thu, May 02, '96
2680;2116;70;monthly issuance;Thu, May 02, '96
2681;4127;50;monthly issuance;Fri, May 03, '96
2682;3791;1;weekly issuance;Fri, May 03, '96
2683;3531;59;monthly issuance;Fri, May 03, '96
2684;2994;77;monthly issuance;Fri, May 03, '96
2685;1328;8;monthly issuance;Sat, May 04, '96
2686;97;74;monthly issuance;Sun, May 05, '96
2687;3648;61;monthly issuance;Mon, May 06, '96
2688;2591;1;monthly issuance;Mon, May 06, '96
2689;1614;63;monthly issuance;Tue, May 07, '96
2690;706;49;monthly issuance;Tue, May 07, '96
2691;2232;1;monthly issuance;Tue, May 07, '96
2692;2946;54;monthly issuance;Tue, May 07, '96
2693;2346;27;monthly issuance;Wed, May 08, '96
2694;3736;54;monthly issuance;Wed, May 08, '96
2695;3887;62;monthly issuance;Wed, May 08, '96
2696;1672;5;monthly issuance;Wed, May 08, '96
2697;1752;68;monthly issuance;Wed, May 08, '96
2698;1996;6;weekly issuance;Wed, May 08, '96
2699;1244;68;monthly issuance;Wed, May 08, '96
2700;1213;36;monthly issuance;Wed, May 08, '96
2701;3928;24;monthly issuance;Wed, May 08, '96
2702;1045;3;monthly issuance;Thu, May 09, '96
2703;302;7;monthly issuance;Thu, May 09, '96
2704;444;26;monthly issuance;Thu, May 09, '96
2705;2035;53;monthly issuance;Fri, May 10, '96
2706;3942;27;weekly issuance;Fri, May 10, '96
2707;9494;21;monthly issuance;Fri, May 10, '96
2708;913;59;monthly issuance;Fri, May 10, '96
2709;3248;77;monthly issuance;Sat, May 11, '96
2710;51;67;monthly issuance;Sat, May 11, '96
2711;132;40;issuance after transaction;Sat, May 11, '96
2712;3512;46;monthly issuance;Sat, May 11, '96
2713;6792;1;monthly issuance;Sat, May 11, '96
2714;491;44;monthly issuance;Sun, May 12, '96
2715;9513;59;monthly issuance;Sun, May 12, '96
2716;684;49;monthly issuance;Sun, May 12, '96
2717;3285;43;monthly issuance;Sun, May 12, '96
2718;3434;32;monthly issuance;Mon, May 13, '96
2719;2619;20;monthly issuance;Mon, May 13, '96
2720;6158;67;monthly issuance;Mon, May 13, '96
2721;1013;59;monthly issuance;Mon, May 13, '96
2722;3523;65;monthly issuance;Tue, May 14, '96
2723;136;74;monthly issuance;Tue, May 14, '96
2724;632;29;monthly issuance;Tue, May 14, '96
2725;3769;3;monthly issuance;Tue, May 14, '96
2726;2757;54;monthly issuance;Tue, May 14, '96
2727;360;32;monthly issuance;Tue, May 14, '96
2728;9199;72;monthly issuance;Wed, May 15, '96
2729;2752;74;monthly issuance;Wed, May 15, '96
2730;10694;73;weekly issuance;Wed, May 15, '96
2731;76;52;monthly issuance;Thu, May 16, '96
2732;1924;66;monthly issuance;Thu, May 16, '96
2733;8772;1;monthly issuance;Thu, May 16, '96
2734;2505;60;monthly issuance;Thu, May 16, '96
2735;7542;54;monthly issuance;Thu, May 16, '96
2736;1074;59;monthly issuance;Thu, May 16, '96
2737;3495;54;monthly issuance;Fri, May 17, '96
2738;1904;70;monthly issuance;Sat, May 18, '96
2739;1040;19;monthly issuance;Sat, May 18, '96
2740;776;66;monthly issuance;Sat, May 18, '96
2741;3162;63;weekly issuance;Sat, May 18, '96
2742;379;32;monthly issuance;Sat, May 18, '96
2743;3731;70;monthly issuance;Mon, May 20, '96
2744;1323;43;monthly issuance;Mon, May 20, '96
2745;580;75;monthly issuance;Mon, May 20, '96
2746;2805;39;monthly issuance;Mon, May 20, '96
2747;1399;45;monthly issuance;Mon, May 20, '96
2748;1210;28;monthly issuance;Tue, May 21, '96
2749;8972;70;monthly issuance;Tue, May 21, '96
2750;891;34;monthly issuance;Thu, May 23, '96
2751;2888;19;monthly issuance;Thu, May 23, '96
2752;832;42;monthly issuance;Fri, May 24, '96
2753;1905;34;monthly issuance;Sat, May 25, '96
2754;7713;50;weekly issuance;Sat, May 25, '96
2755;4099;54;monthly issuance;Sun, May 26, '96
2756;3055;15;monthly issuance;Sun, May 26, '96
2757;1715;60;monthly issuance;Sun, May 26, '96
2758;1646;1;weekly issuance;Mon, May 27, '96
2759;612;1;monthly issuance;Mon, May 27, '96
2760;450;59;monthly issuance;Tue, May 28, '96
2761;10445;72;monthly issuance;Wed, May 29, '96
2762;268;3;monthly issuance;Wed, May 29, '96
2763;3240;35;weekly issuance;Wed, May 29, '96
2764;877;1;monthly issuance;Wed, May 29, '96
2765;621;52;monthly issuance;Sat, Jun 01, '96
2766;1124;26;monthly issuance;Sun, Jun 02, '96
2767;687;27;monthly issuance;Sun, Jun 02, '96
2768;3590;57;monthly issuance;Sun, Jun 02, '96
2769;3459;76;monthly issuance;Sun, Jun 02, '96
2770;2389;40;monthly issuance;Sun, Jun 02, '96
2771;2837;46;monthly issuance;Sun, Jun 02, '96
2772;2190;41;weekly issuance;Tue, Jun 04, '96
2773;3746;70;monthly issuance;Tue, Jun 04, '96
2774;2982;19;monthly issuance;Tue, Jun 04, '96
2775;9263;68;monthly issuance;Tue, Jun 04, '96
2776;1405;53;monthly issuance;Tue, Jun 04, '96
2777;1954;72;monthly issuance;Wed, Jun 05, '96
2778;1973;71;monthly issuance;Wed, Jun 05, '96
2779;3448;58;weekly issuance;Thu, Jun 06, '96
2780;1913;48;monthly issuance;Thu, Jun 06, '96
2781;958;72;monthly issuance;Thu, Jun 06, '96
2782;3199;66;monthly issuance;Thu, Jun 06, '96
2783;375;68;monthly issuance;Fri, Jun 07, '96
2784;1270;55;issuance after transaction;Fri, Jun 07, '96
2785;9548;62;monthly issuance;Fri, Jun 07, '96
2786;3522;16;monthly issuance;Fri, Jun 07, '96
2787;669;35;monthly issuance;Fri, Jun 07, '96
2788;732;38;monthly issuance;Fri, Jun 07, '96
2789;4585;27;monthly issuance;Sat, Jun 08, '96
2790;171;46;monthly issuance;Sat, Jun 08, '96
2791;3676;58;monthly issuance;Sat, Jun 08, '96
2792;1082;2;monthly issuance;Sat, Jun 08, '96
2793;6699;35;monthly issuance;Sat, Jun 08, '96
2794;1219;1;monthly issuance;Sat, Jun 08, '96
2795;4803;26;monthly issuance;Sat, Jun 08, '96
2796;1528;50;monthly issuance;Sat, Jun 08, '96
2797;9510;1;monthly issuance;Sun, Jun 09, '96
2798;7926;69;weekly issuance;Sun, Jun 09, '96
2799;3591;1;issuance after transaction;Sun, Jun 09, '96
2800;1058;47;monthly issuance;Tue, Jun 11, '96
2801;1431;41;monthly issuance;Tue, Jun 11, '96
2802;181;21;monthly issuance;Tue, Jun 11, '96
2803;603;62;monthly issuance;Tue, Jun 11, '96
2804;409;1;monthly issuance;Tue, Jun 11, '96
2805;3584;55;monthly issuance;Wed, Jun 12, '96
2806;93;2;monthly issuance;Wed, Jun 12, '96
2807;2104;48;monthly issuance;Wed, Jun 12, '96
2808;2710;12;monthly issuance;Wed, Jun 12, '96
2809;3957;33;weekly issuance;Thu, Jun 13, '96
2810;1869;1;monthly issuance;Fri, Jun 14, '96
2811;2397;70;monthly issuance;Fri, Jun 14, '96
2812;2603;9;monthly issuance;Fri, Jun 14, '96
2813;3723;2;monthly issuance;Fri, Jun 14, '96
2814;3668;1;monthly issuance;Sat, Jun 15, '96
2815;2400;40;monthly issuance;Sat, Jun 15, '96
2816;3015;19;monthly issuance;Sat, Jun 15, '96
2817;558;10;monthly issuance;Sat, Jun 15, '96
2818;3114;1;monthly issuance;Sat, Jun 15, '96
2819;4626;9;monthly issuance;Sat, Jun 15, '96
2820;1444;70;monthly issuance;Sun, Jun 16, '96
2821;4447;62;monthly issuance;Sun, Jun 16, '96
2822;3515;68;monthly issuance;Sun, Jun 16, '96
2823;8158;48;weekly issuance;Sun, Jun 16, '96
2824;848;31;monthly issuance;Sun, Jun 16, '96
2825;1086;37;monthly issuance;Mon, Jun 17, '96
2826;2602;46;monthly issuance;Mon, Jun 17, '96
2827;4768;39;monthly issuance;Mon, Jun 17, '96
2828;507;52;monthly issuance;Mon, Jun 17, '96
2829;3647;77;monthly issuance;Mon, Jun 17, '96
2830;3180;1;monthly issuance;Tue, Jun 18, '96
2831;1271;17;monthly issuance;Tue, Jun 18, '96
2832;2870;1;monthly issuance;Tue, Jun 18, '96
2833;3645;36;monthly issuance;Tue, Jun 18, '96
2834;3239;5;monthly issuance;Wed, Jun 19, '96
2835;3485;53;monthly issuance;Wed, Jun 19, '96
2836;567;15;monthly issuance;Wed, Jun 19, '96
2837;373;67;monthly issuance;Thu, Jun 20, '96
2838;2977;28;monthly issuance;Thu, Jun 20, '96
2839;488;25;monthly issuance;Thu, Jun 20, '96
2840;3120;1;monthly issuance;Thu, Jun 20, '96
2841;3801;1;monthly issuance;Thu, Jun 20, '96
2842;72;1;weekly issuance;Thu, Jun 20, '96
2843;10361;21;monthly issuance;Fri, Jun 21, '96
2844;587;19;monthly issuance;Fri, Jun 21, '96
2845;1097;67;monthly issuance;Sat, Jun 22, '96
2846;3206;38;monthly issuance;Sat, Jun 22, '96
2847;3696;1;monthly issuance;Sat, Jun 22, '96
2848;2387;70;monthly issuance;Sat, Jun 22, '96
2849;3585;1;monthly issuance;Sun, Jun 23, '96
2850;2706;47;monthly issuance;Sun, Jun 23, '96
